"601114639364071424","RT @aboutgeo: Starting to get the hang of #Kibana. E.g. to dig for place names matched to multiple places & vice versa. #gazetteers http://…","Thu May 21 01:27:52 IST 2015","Kathy Weimer","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"601120687789584384","RT @aboutgeo: Starting to get the hang of #Kibana. E.g. to dig for place names matched to multiple places & vice versa. #gazetteers http://…","Thu May 21 01:51:54 IST 2015","Lynne Bennett","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
"601121292948021248","RT @aboutgeo: Starting to get the hang of #Kibana. E.g. to dig for place names matched to multiple places & vice versa. #gazetteers http://…","Thu May 21 01:54:19 IST 2015","Sera Baker","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"601125848515772417","RT @aboutgeo: Starting to get the hang of #Kibana. E.g. to dig for place names matched to multiple places & vice versa. #gazetteers http://…","Thu May 21 02:12:25 IST 2015","Daniel Alves","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"601127069842571266","RT @elastic: This week in @Elastic: all things #Elasticsearch, #Logstash, #Kibana, community & ecosystem https://t.co/grAEffXek1","Thu May 21 02:17:16 IST 2015","Krzysztof Szarek","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"601128241630466050","RT @ferrangali: Tomorrow we're hosting at @Trovit a meetup about #elasticsearch #logstash #kibana. Don't miss it! http://t.co/f97mzJRvsA @e…","Thu May 21 02:21:55 IST 2015","Iñaki Ecenarro","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"601128418500059136","RT @elastic: This week in @Elastic: all things #Elasticsearch, #Logstash, #Kibana, community & ecosystem https://t.co/grAEffXek1","Thu May 21 02:22:38 IST 2015","Robin Moffatt","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
"601130661143973888","RT @elastic: This week in @Elastic: all things #Elasticsearch, #Logstash, #Kibana, community & ecosystem https://t.co/grAEffXek1","Thu May 21 02:31:32 IST 2015","Christian Strzadala","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>"
"601135350254333952","RT @ferrangali: Tomorrow we're hosting at @Trovit a meetup about #elasticsearch #logstash #kibana. Don't miss it! http://t.co/f97mzJRvsA @e…","Thu May 21 02:50:10 IST 2015","dcampoy","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"601141553592172545","RT @ferrangali: Tomorrow we're hosting at @Trovit a meetup about #elasticsearch #logstash #kibana. Don't miss it! http://t.co/f97mzJRvsA @e…","Thu May 21 03:14:49 IST 2015","Mauricio S.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"601144998130778112","RT @ferrangali: Tomorrow we're hosting at @Trovit a meetup about #elasticsearch #logstash #kibana. Don't miss it! http://t.co/f97mzJRvsA @e…","Thu May 21 03:28:30 IST 2015","Gorka López de Torre","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"601151068676956160","RT @elastic: This week in @Elastic: all things #Elasticsearch, #Logstash, #Kibana, community & ecosystem https://t.co/grAEffXek1","Thu May 21 03:52:38 IST 2015","Dimitri Marx","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"601183148857253889","RT @elastic: This week in @Elastic: all things #Elasticsearch, #Logstash, #Kibana, community & ecosystem https://t.co/grAEffXek1","Thu May 21 06:00:06 IST 2015","Alex Brasetvik","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>"
"601257539339091968","@ncbi_pubmed studies as managed by @FlockDataCom. #dataviz courtesy of the wonderful #kibana #KeepOnDiscovering http://t.co/9F96XQBtpr","Thu May 21 10:55:42 IST 2015","Mike Holdsworth","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
"601299957212131328","wow, just trying #kibana 4, the UI is a mess compared to #kibana 3. Disappointed.","Thu May 21 13:44:16 IST 2015","ALL I SEE IS $ SIGNS","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
"601311589933916160","RT @elastic: This week in @Elastic: all things #Elasticsearch, #Logstash, #Kibana, community & ecosystem https://t.co/grAEffXek1","Thu May 21 14:30:29 IST 2015","Found by Elastic","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
"601314918625869824","Today playing with #elasticsearch and #Kibana","Thu May 21 14:43:43 IST 2015","Damien Camus","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"601324876528537600","RT @dg___: Today playing with #elasticsearch and #Kibana","Thu May 21 15:23:17 IST 2015","search-tech-bot","<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>"
"601381664288309248","We compared #loggly vs #kibana - see results: http://t.co/HrKuxyFCcu","Thu May 21 19:08:56 IST 2015","TechWars","<a href=""http://www.techwars.io"" rel=""nofollow"">TechWars</a>"
"601395239979474944","RT @elastic: This week in @Elastic: all things #Elasticsearch, #Logstash, #Kibana, community & ecosystem https://t.co/grAEffXek1","Thu May 21 20:02:53 IST 2015","Samir Bennacer","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
"601398305973633024","RT @elastic: This week in @Elastic: all things #Elasticsearch, #Logstash, #Kibana, community & ecosystem https://t.co/grAEffXek1","Thu May 21 20:15:04 IST 2015","وليد سعود","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"601475250245738497","@OpenSMTPD Quite sure we ""need"" some one to throw this in #logstash #kibana to be sure everything look nice as well :P","Fri May 22 01:20:49 IST 2015","rawz0ne","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
"600389255660187648","@elastic @AdaptiveMoab Wrangling #HPC Logs with logstash | MoabCon 2014 https://t.co/B3gPBKtOuN   #devops #kibana","Tue May 19 01:25:27 IST 2015","Walid A. Shaari","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
"600401799338696704","We compared #kibana vs #loggly - see results: http://t.co/xrWKAhZobk","Tue May 19 02:15:18 IST 2015","TechWars","<a href=""http://www.techwars.io"" rel=""nofollow"">TechWars</a>"
"600450937187106819","Why You Should Upgrade to #Kibana 4 in #ELKstack by @AsafYigal at @logzio: http://t.co/JzQym64dMr #devops http://t.co/ifeeKQn2qG","Tue May 19 05:30:33 IST 2015","Samuel Scott","<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
"600452075277914112","RT @samueljscott: Why You Should Upgrade to #Kibana 4 in #ELKstack by @AsafYigal at @logzio: http://t.co/JzQym64dMr #devops http://t.co/ife…","Tue May 19 05:35:05 IST 2015","search-tech-bot","<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>"
"600606442043920384","Centralized System and Docker Logging with ELK Stack http://t.co/KTOO8UyYLK #Docker #Vagrant #ElasticSearch #LogStash #Kibana #Ansible","Tue May 19 15:48:29 IST 2015","Max Chiu ","<a href=""https://bitly.com/"" rel=""nofollow"">Bitly</a>"
"600614788020994048","RT @rmoff: #Kibana 4.1 enables display of images and URLs inline. Love it! http://t.co/TqpSqi9LsR","Tue May 19 16:21:39 IST 2015","Carlotta.Mccutcheon","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
"600657547545210880","Monitoring Micro-Service Architectures by @zohararad http://t.co/nmy9j7KRZP #sensu #kibana #logstash #elasticsearch","Tue May 19 19:11:33 IST 2015","Marcos Martínez","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
"600659980560310273","Analyzing Weblogs with Elasticsearch in the Cloud: http://t.co/SyJNyHD6mD #elasticsearch #kibana #logstash","Tue May 19 19:21:13 IST 2015","Elasticsearch News","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
"600668622739132417","RT @ElasticNews: Analyzing Weblogs with Elasticsearch in the Cloud: http://t.co/SyJNyHD6mD #elasticsearch #kibana #logstash","Tue May 19 19:55:34 IST 2015","search-tech-bot","<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>"
"600731900966260737","Why You Should Upgrade to #Kibana 4 in #ELKstack by @AsafYigal: http://t.co/eBmemXM2DR #devops http://t.co/oIiXoXc7qx","Wed May 20 00:07:00 IST 2015","Logz.io","<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
"600732145158590464","RT @logzio: Why You Should Upgrade to #Kibana 4 in #ELKstack by @AsafYigal: http://t.co/eBmemXM2DR #devops http://t.co/oIiXoXc7qx","Wed May 20 00:07:59 IST 2015","search-tech-bot","<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>"
"600954382922964993","What the EKL? Log aggregation using #elasticsearch #logstash and #Kibana http://t.co/gtHR1dxnBp","Wed May 20 14:51:04 IST 2015","trainlineEngineering","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
"600954894967808000","What the ELK!? – Log Aggregation http://t.co/u6mYidavzN via @ttl_engineering #ElasticSearch #Logstash #Kibana","Wed May 20 14:53:06 IST 2015","Haran Rasalingam","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
"600956773630115840","RT @HaranRas: What the ELK!? – Log Aggregation http://t.co/u6mYidavzN via @ttl_engineering #ElasticSearch #Logstash #Kibana","Wed May 20 15:00:34 IST 2015","search-tech-bot","<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>"
"600966806568869888","RT @ttl_engineering: What the EKL? Log aggregation using #elasticsearch #logstash and #Kibana http://t.co/gtHR1dxnBp","Wed May 20 15:40:26 IST 2015","search-tech-bot","<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>"
"601026212593606657","It took some time but hey IT WORKS NOW! #Kibana #elasticsearch #logstash #Awesome Best log => Graph tool http://t.co/zkQe8zza2n","Wed May 20 19:36:30 IST 2015","Tom Dierckx","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
"601035041779617792","Tomorrow we're hosting at @Trovit a meetup about #elasticsearch #logstash #kibana. Don't miss it! http://t.co/f97mzJRvsA @elastic","Wed May 20 20:11:35 IST 2015","Ferran Galí","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
"601035384114511872","RT @ferrangali: Tomorrow we're hosting at @Trovit a meetup about #elasticsearch #logstash #kibana. Don't miss it! http://t.co/f97mzJRvsA @e…","Wed May 20 20:12:56 IST 2015","search-tech-bot","<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>"
"601037669259452416","RT @ferrangali: Tomorrow we're hosting at @Trovit a meetup about #elasticsearch #logstash #kibana. Don't miss it! http://t.co/f97mzJRvsA @e…","Wed May 20 20:22:01 IST 2015","Marc de Palol","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
"601040195257937920","Once again @mvgroningen is my hero: https://t.co/FV3wQkMZ3p holds so much promise for #kibana usability & #elasticsearch query optimization!","Wed May 20 20:32:03 IST 2015","Rashid Khan","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
"601040695982456832","RT @rashidkpc: Once again @mvgroningen is my hero: https://t.co/FV3wQkMZ3p holds so much promise for #kibana usability & #elasticsearch que…","Wed May 20 20:34:03 IST 2015","search-tech-bot","<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>"
"601041133549027328","RT @ferrangali: Tomorrow we're hosting at @Trovit a meetup about #elasticsearch #logstash #kibana. Don't miss it! http://t.co/f97mzJRvsA @e…","Wed May 20 20:35:47 IST 2015","Davide Ferrari","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
"601054120653492224","RT @ferrangali: Tomorrow we're hosting at @Trovit a meetup about #elasticsearch #logstash #kibana. Don't miss it! http://t.co/f97mzJRvsA @e…","Wed May 20 21:27:24 IST 2015","Alvaro Garcia","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"601058211190468608","RT @ferrangali: Tomorrow we're hosting at @Trovit a meetup about #elasticsearch #logstash #kibana. Don't miss it! http://t.co/f97mzJRvsA @e…","Wed May 20 21:43:39 IST 2015","Miquel Canes ","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
"601066219064680449","RT @Dierckx_Tom: It took some time but hey IT WORKS NOW! #Kibana #elasticsearch #logstash #Awesome Best log => Graph tool http://t.co/zkQe8…","Wed May 20 22:15:28 IST 2015","Elastic FR","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
"601070045880455171","Just set up @logstash and #kibana for my logs, how did I ever live without this!","Wed May 20 22:30:40 IST 2015","Michael O'Connell","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
"601070428896002048","RT @thewunder: Just set up @logstash and #kibana for my logs, how did I ever live without this!","Wed May 20 22:32:12 IST 2015","search-tech-bot","<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>"
"601072233365241856","RT @ferrangali: Tomorrow we're hosting at @Trovit a meetup about #elasticsearch #logstash #kibana. Don't miss it! http://t.co/f97mzJRvsA @e…","Wed May 20 22:39:22 IST 2015","Jordi Clariana","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"601072571619123200","RT @ferrangali: Tomorrow we're hosting at @Trovit a meetup about #elasticsearch #logstash #kibana. Don't miss it! http://t.co/f97mzJRvsA @e…","Wed May 20 22:40:43 IST 2015","Jose Gil","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"601078026596687873","RT @elastic: This week in @Elastic: all things #Elasticsearch, #Logstash, #Kibana, community & ecosystem https://t.co/grAEffXek1","Wed May 20 23:02:23 IST 2015","Leslie Hawthorn","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
"601078200664371200","RT @elastic: This week in @Elastic: all things #Elasticsearch, #Logstash, #Kibana, community & ecosystem https://t.co/grAEffXek1","Wed May 20 23:03:05 IST 2015","Michelle","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"601078261360238593","RT @elastic: This week in @Elastic: all things #Elasticsearch, #Logstash, #Kibana, community & ecosystem https://t.co/grAEffXek1","Wed May 20 23:03:19 IST 2015","search-tech-bot","<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>"
"601082860515291136","RT @elastic: This week in @Elastic: all things #Elasticsearch, #Logstash, #Kibana, community & ecosystem https://t.co/grAEffXek1","Wed May 20 23:21:36 IST 2015","Jay Modi","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
"601088856964882433","RT @elastic: This week in @Elastic: all things #Elasticsearch, #Logstash, #Kibana, community & ecosystem https://t.co/grAEffXek1","Wed May 20 23:45:25 IST 2015","Christoffer Vig","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"601093899155804160","RT @elastic: This week in @Elastic: all things #Elasticsearch, #Logstash, #Kibana, community & ecosystem https://t.co/grAEffXek1","Thu May 21 00:05:28 IST 2015","Valentina","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
"601094952626614273","RT @elastic: This week in @Elastic: all things #Elasticsearch, #Logstash, #Kibana, community & ecosystem https://t.co/grAEffXek1","Thu May 21 00:09:39 IST 2015","Ash Kapow","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"601098436298055682","RT @elastic: This week in @Elastic: all things #Elasticsearch, #Logstash, #Kibana, community & ecosystem https://t.co/grAEffXek1","Thu May 21 00:23:29 IST 2015","Antonio Bonuccelli","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"601111837040586752","Starting to get the hang of #Kibana. E.g. to dig for place names matched to multiple places & vice versa. #gazetteers http://t.co/sz6af6YjDk","Thu May 21 01:16:44 IST 2015","Rainer Simon","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
"601114068955635712","RT @aboutgeo: Starting to get the hang of #Kibana. E.g. to dig for place names matched to multiple places & vice versa. #gazetteers http://…","Thu May 21 01:25:36 IST 2015","Elton Barker","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
